gene_name	gene_ensembl	gene_type	Chr	Start	End	Strand
GALK2	ENSG00000156958.14	protein_coding	chr15	49155656	49367869	+
RP11-325E5.3	ENSG00000259467.1	processed_pseudogene	chr15	49156329	49156847	+
MIR4716	ENSG00000264210.1	miRNA	chr15	49169070	49169153	-
RP11-325E5.4	ENSG00000259545.2	processed_pseudogene	chr15	49177610	49178741	-
RN7SL307P	ENSG00000243338.3	misc_RNA	chr15	49198900	49199194	-
FAM227B	ENSG00000166262.15	protein_coding	chr15	49326962	49620931	-
RP11-295H24.4	ENSG00000275580.1	lincRNA	chr15	49343608	49344254	+
RP11-295H24.5	ENSG00000276593.1	sense_intronic	chr15	49353485	49354034	+
RP11-295H24.3	ENSG00000259531.2	processed_pseudogene	chr15	49365124	49366685	-
FGF7	ENSG00000140285.9	protein_coding	chr15	49423096	49488775	+
DTWD1	ENSG00000104047.14	protein_coding	chr15	49620980	49656232	+
CTD-2647E9.1	ENSG00000259388.1	processed_pseudogene	chr15	49794246	49796097	+
ATP8B4	ENSG00000104043.14	protein_coding	chr15	49858238	50182817	-
CTD-2647E9.3	ENSG00000259188.5	antisense	chr15	49879604	49883525	+
RNA5SP394	ENSG00000201086.1	rRNA	chr15	49982443	49982561	+
SLC27A2	ENSG00000140284.10	protein_coding	chr15	50182196	50236395	+
RF00019	ENSG00000200605.1	misc_RNA	chr15	50221888	50221996	+
HDC	ENSG00000140287.10	protein_coding	chr15	50241947	50266026	-
RN7SL494P	ENSG00000241175.3	misc_RNA	chr15	50244628	50244931	-
GABPB1	ENSG00000104064.17	protein_coding	chr15	50275392	50355408	-
RNU6-94P	ENSG00000271819.1	snRNA	chr15	50347423	50347529	-
CTD-3110H11.3	ENSG00000285410.1	sense_intronic	chr15	50348936	50354861	-
GABPB1-AS1	ENSG00000244879.6	antisense	chr15	50354959	50372202	+
CTD-3110H11.1	ENSG00000259715.1	lincRNA	chr15	50359450	50360194	-
MIR4712	ENSG00000284284.1	miRNA	chr15	50360329	50360410	+
RP11-562A8.3	ENSG00000259465.2	processed_pseudogene	chr15	50417385	50418692	+
USP8	ENSG00000138592.13	protein_coding	chr15	50424380	50514419	+
RNA5SP395	ENSG00000252376.1	rRNA	chr15	50463381	50463498	+
RP11-562A8.1	ENSG00000242737.1	processed_pseudogene	chr15	50466738	50467096	+
RP11-562A8.5	ENSG00000259618.1	lincRNA	chr15	50494018	50497080	-
RP11-562A8.4	ENSG00000259298.1	antisense	chr15	50497195	50498744	-
USP50	ENSG00000170236.14	protein_coding	chr15	50500562	50546708	-
TRPM7	ENSG00000092439.14	protein_coding	chr15	50552473	50686815	-
RP11-120K9.2	ENSG00000259684.1	antisense	chr15	50557601	50560500	+
RN7SL354P	ENSG00000243027.3	misc_RNA	chr15	50688900	50689193	+
SPPL2A	ENSG00000138600.9	protein_coding	chr15	50702266	50765808	-
RP11-507J18.5	ENSG00000279665.1	TEC	chr15	50742702	50743276	-
RP11-507J18.2	ENSG00000259773.1	antisense	chr15	50746709	50749829	+
RP11-507J18.1	ENSG00000241130.1	processed_pseudogene	chr15	50798670	50798951	+
CTD-2378E12.1	ENSG00000273674.4	lincRNA	chr15	50839875	50908599	-
AP4E1	ENSG00000081014.10	protein_coding	chr15	50908672	51005900	+
RP11-105D1.2	ENSG00000259378.1	processed_pseudogene	chr15	50944663	50945996	+
RP11-108K3.1	ENSG00000259240.1	lincRNA	chr15	51037488	51293912	+
TNFAIP8L3	ENSG00000183578.6	protein_coding	chr15	51056598	51105276	-
RP11-394B5.2	ENSG00000259204.1	sense_intronic	chr15	51064609	51069586	-
CYP19A1	ENSG00000137869.14	protein_coding	chr15	51208057	51338610	-
MIR4713	ENSG00000266593.1	miRNA	chr15	51242190	51242264	+
RP11-108K3.3	ENSG00000259701.1	sense_intronic	chr15	51278927	51280015	-
MIR7973-2	ENSG00000283614.1	miRNA	chr15	51314032	51314107	-
MIR7973-1	ENSG00000278098.1	miRNA	chr15	51314034	51314109	+
RP11-108K3.2	ENSG00000259306.2	lincRNA	chr15	51315841	51321996	+
GLDN	ENSG00000186417.13	protein_coding	chr15	51341629	51408013	+
RP11-108K3.5	ENSG00000270378.1	processed_pseudogene	chr15	51351100	51351192	-
RP11-108K3.4	ENSG00000259194.1	sense_intronic	chr15	51367377	51369110	+
RP11-707P17.1	ENSG00000259678.1	antisense	chr15	51414097	51498833	+
DMXL2	ENSG00000104093.13	protein_coding	chr15	51447711	51622833	-
RP11-707P17.2	ENSG00000259668.5	antisense	chr15	51457286	51460582	+
SCG3	ENSG00000104112.8	protein_coding	chr15	51681353	51721031	+
RP11-313P18.2	ENSG00000259241.1	lincRNA	chr15	51693216	51695765	-
RP11-313P18.1	ENSG00000259296.1	antisense	chr15	51707995	51715220	-
LYSMD2	ENSG00000140280.13	protein_coding	chr15	51723011	51751585	-
TMOD2	ENSG00000128872.9	protein_coding	chr15	51751561	51816368	+
CTD-2308G16.1	ENSG00000259377.1	sense_intronic	chr15	51752485	51756475	+
TMOD3	ENSG00000138594.13	protein_coding	chr15	51829628	51947295	+
RP11-56B16.6	ENSG00000274954.1	sense_intronic	chr15	51833134	51833426	+
RF00017	ENSG00000277677.1	misc_RNA	chr15	51858070	51858352	-
RP11-56B16.1	ENSG00000259632.2	processed_pseudogene	chr15	51859185	51861293	-
RF00019	ENSG00000207484.1	misc_RNA	chr15	51884556	51884653	+
RP11-56B16.5	ENSG00000259201.1	antisense	chr15	51887560	51901123	-
RNU6-90P	ENSG00000272337.1	snRNA	chr15	51907200	51907305	+
RP11-56B16.4	ENSG00000259185.1	antisense	chr15	51908902	51909642	-
RP11-56B16.2	ENSG00000259556.2	unprocessed_pseudogene	chr15	51919073	51930627	-
LEO1	ENSG00000166477.12	protein_coding	chr15	51938025	51971806	-
MAPK6	ENSG00000069956.11	protein_coding	chr15	51952106	52067372	+
CTD-2650P22.1	ENSG00000259438.1	lincRNA	chr15	52010999	52019095	-
CTD-2650P22.2	ENSG00000274528.1	sense_intronic	chr15	52017167	52018032	-
RP11-430B1.1	ENSG00000259398.1	sense_intronic	chr15	52033707	52035625	+
CTD-2184D3.5	ENSG00000259712.1	antisense	chr15	52056675	52100523	-
CTD-2184D3.3	ENSG00000259178.1	lincRNA	chr15	52082302	52086574	+
CTD-2184D3.1	ENSG00000242327.1	processed_pseudogene	chr15	52095295	52095747	+
BCL2L10	ENSG00000137875.4	protein_coding	chr15	52109263	52112775	-
GNB5	ENSG00000069966.18	protein_coding	chr15	52115105	52191369	-
CTD-2184D3.6	ENSG00000259327.1	lincRNA	chr15	52116574	52122131	+
CTD-2184D3.7	ENSG00000259709.1	antisense	chr15	52124561	52140246	+
RF00019	ENSG00000206995.1	misc_RNA	chr15	52162751	52162852	+
RP11-430B1.2	ENSG00000259577.1	lincRNA	chr15	52180093	52205874	+
MYO5C	ENSG00000128833.12	protein_coding	chr15	52192322	52295798	-
MIR1266	ENSG00000221052.3	miRNA	chr15	52277117	52277200	-
MYO5A	ENSG00000197535.14	protein_coding	chr15	52307283	52529050	-
RP11-23N2.1	ENSG00000231169.4	processed_pseudogene	chr15	52505191	52505862	+
ARPP19	ENSG00000128989.10	protein_coding	chr15	52547045	52569883	-
RP11-23N2.4	ENSG00000260618.1	antisense	chr15	52577842	52598709	+
KIAA1370	ENSG00000047346.12	protein_coding	chr15	52581317	52709817	-
RP11-519C12.1	ENSG00000259935.1	sense_intronic	chr15	52648634	52649866	-
ONECUT1	ENSG00000169856.8	protein_coding	chr15	52756989	52791078	-
RP11-209K10.2	ENSG00000259203.1	lincRNA	chr15	52801614	52804942	-
RPSAP55	ENSG00000214896.4	processed_pseudogene	chr15	52885595	52886470	+
RP11-316P21.1	ENSG00000259612.1	processed_pseudogene	chr15	52937139	52938518	-
RP11-209E8.1	ENSG00000259237.1	lincRNA	chr15	53116365	53129698	+
WDR72	ENSG00000166415.14	protein_coding	chr15	53513741	53762878	-
RNU2-53P	ENSG00000252066.1	snRNA	chr15	53651977	53652123	+
RNU6-449P	ENSG00000206641.1	snRNA	chr15	53764204	53764310	+
RP11-643A5.1	ENSG00000259301.2	processed_pseudogene	chr15	53837271	53837560	-
RP11-643A5.3	ENSG00000280362.1	TEC	chr15	53910769	53914712	+
RP11-643A5.2	ENSG00000259669.5	lincRNA	chr15	53947624	53976908	-
UNC13C	ENSG00000137766.16	protein_coding	chr15	54012904	54633414	+
RP11-390M11.1	ENSG00000259619.2	processed_pseudogene	chr15	54048588	54050876	-
CTD-2019H15.1	ENSG00000259550.2	processed_pseudogene	chr15	54320731	54321565	-
RP11-548M13.1	ENSG00000260937.5	lincRNA	chr15	55056747	55092173	+
RP11-547D13.1	ENSG00000279145.1	TEC	chr15	55171972	55178175	-
RSL24D1	ENSG00000137876.9	protein_coding	chr15	55180806	55197067	-
RAB27A	ENSG00000069974.15	protein_coding	chr15	55202966	55319113	-
RP11-139H15.5	ENSG00000276533.1	sense_intronic	chr15	55288849	55289346	-
PIGBOS1	ENSG00000225973.3	protein_coding	chr15	55317184	55319161	-
PIGB	ENSG00000069943.9	protein_coding	chr15	55318960	55355648	+
CCPG1	ENSG00000260916.7	protein_coding	chr15	55340032	55408510	-
RP11-139H15.7	ENSG00000274765.1	sense_intronic	chr15	55343141	55343575	-
RP11-139H15.6	ENSG00000277548.1	sense_intronic	chr15	55346347	55346752	-
DYX1C1-CCPG1	ENSG00000261771.5	processed_transcript	chr15	55355248	55498360	-
MIR628	ENSG00000283891.1	miRNA	chr15	55372940	55373034	-
C15orf65	ENSG00000261652.2	protein_coding	chr15	55408548	55418764	+
DYX1C1	ENSG00000256061.7	protein_coding	chr15	55410525	55508234	-
RP11-178D12.2	ENSG00000260036.1	processed_pseudogene	chr15	55442635	55443357	-
PYGO1	ENSG00000171016.12	protein_coding	chr15	55538890	55588947	-
PRTG	ENSG00000166450.12	protein_coding	chr15	55611546	55743090	-
RP11-420M1.2	ENSG00000259180.1	antisense	chr15	55680385	55681463	+
RP11-291H24.1	ENSG00000259369.1	processed_pseudogene	chr15	55746639	55746767	+
NEDD4	ENSG00000069869.15	protein_coding	chr15	55826922	55993746	-
RP11-81G24.1	ENSG00000230183.4	processed_pseudogene	chr15	56005715	56007176	-
RN7SL568P	ENSG00000239703.3	misc_RNA	chr15	56029684	56029981	-
RP11-5N19.4	ENSG00000261333.2	processed_pseudogene	chr15	56071421	56071639	+
RFX7	ENSG00000181827.14	protein_coding	chr15	56087280	56243266	-
RP11-5N19.3	ENSG00000261072.2	processed_pseudogene	chr15	56192353	56193262	-
TEX9	ENSG00000151575.14	protein_coding	chr15	56244009	56445997	+
RP11-844G16.3	ENSG00000275417.1	sense_intronic	chr15	56248787	56249127	+
RNU6-1287P	ENSG00000199784.1	snRNA	chr15	56274530	56274636	-
RP11-844G16.1	ENSG00000261174.2	processed_pseudogene	chr15	56323193	56323719	+
RP11-48G14.2	ENSG00000259941.1	lincRNA	chr15	56394321	56396785	-
RP11-48G14.1	ENSG00000261823.1	lincRNA	chr15	56408483	56410186	-
MNS1	ENSG00000138587.5	protein_coding	chr15	56421544	56465137	-
RP11-48G14.3	ENSG00000277245.1	antisense	chr15	56447120	56447697	+
RP11-1129I3.1	ENSG00000260392.5	lincRNA	chr15	56542952	56629592	-
ZNF280D	ENSG00000137871.20	protein_coding	chr15	56630181	56734086	-
RF00019	ENSG00000276696.1	misc_RNA	chr15	56634038	56634167	-
RP11-566D24.2	ENSG00000285253.1	protein_coding	chr15	56652488	56918571	-
RP11-31H5.3	ENSG00000274667.1	sense_intronic	chr15	56729932	56730611	-
RP11-31H5.2	ENSG00000279683.1	TEC	chr15	56795382	56795522	+
RP11-31H5.1	ENSG00000225625.4	processed_pseudogene	chr15	56846340	56846605	+
RP11-323F24.5	ENSG00000285331.1	processed_transcript	chr15	56859668	56918499	-
RP11-323F24.3	ENSG00000276524.1	lincRNA	chr15	56887107	56888219	+
RP11-323F24.4	ENSG00000275343.1	sense_intronic	chr15	56908312	56908635	-
TCF12	ENSG00000140262.17	protein_coding	chr15	56918623	57299281	+
RP11-358M11.1	ENSG00000260689.2	processed_pseudogene	chr15	57246960	57247893	-
RF01210	ENSG00000239035.1	snoRNA	chr15	57278570	57278673	-
RP11-358M11.2	ENSG00000247982.6	lincRNA	chr15	57300365	57307769	+
RP11-358M11.3	ENSG00000260172.1	lincRNA	chr15	57319138	57323908	+
RP11-358M11.4	ENSG00000260870.1	processed_pseudogene	chr15	57325472	57326447	-
CGNL1	ENSG00000128849.10	protein_coding	chr15	57375967	57550727	+
RNU6-844P	ENSG00000252984.1	snRNA	chr15	57405074	57405175	-
CTD-2515H24.3	ENSG00000261489.1	lincRNA	chr15	57477484	57478329	-
CTD-2515H24.4	ENSG00000261265.1	lincRNA	chr15	57527187	57529009	-
CTD-2515H24.2	ENSG00000276772.1	lincRNA	chr15	57553955	57555680	+
CTD-2515H24.1	ENSG00000240874.1	processed_pseudogene	chr15	57555951	57556379	-
GCOM1	ENSG00000137878.16	protein_coding	chr15	57591908	57714745	+
MYZAP	ENSG00000263155.5	protein_coding	chr15	57591941	57685364	+
POLR2M	ENSG00000255529.7	protein_coding	chr15	57706629	57782762	+
RP11-344A16.2	ENSG00000261219.1	lincRNA	chr15	57720295	57720928	+
ALDH1A2	ENSG00000128918.14	protein_coding	chr15	57953424	58497866	-
RP11-86K22.1	ENSG00000259477.1	processed_pseudogene	chr15	57979716	57980646	-
RP11-86K22.2	ENSG00000274719.1	sense_intronic	chr15	57990217	57990636	-
CTD-2330J20.2	ENSG00000259285.1	antisense	chr15	58065225	58071043	+
AQP9	ENSG00000103569.9	protein_coding	chr15	58138169	58185911	+
CTD-2330J20.1	ENSG00000259651.2	processed_pseudogene	chr15	58150275	58150563	+
RP11-925D8.2	ENSG00000259626.2	processed_pseudogene	chr15	58150635	58150962	+
RP11-925D8.3	ENSG00000259600.2	processed_pseudogene	chr15	58151033	58152513	+
RP11-925D8.5	ENSG00000259379.1	processed_pseudogene	chr15	58152606	58154407	+
RP11-925D8.6	ENSG00000259671.1	processed_pseudogene	chr15	58154960	58156061	+
RP11-925D8.1	ENSG00000240934.2	processed_pseudogene	chr15	58200606	58201018	+
LIPC	ENSG00000166035.10	protein_coding	chr15	58410569	58569843	+
RP11-355N15.1	ENSG00000259293.1	antisense	chr15	58434890	58498735	-
RP11-355N15.3	ENSG00000277229.1	sense_intronic	chr15	58454327	58454982	+
RP11-355N15.2	ENSG00000277790.1	sense_intronic	chr15	58456188	58456348	+
RP11-50C13.2	ENSG00000259476.1	sense_intronic	chr15	58521311	58523371	+
RP11-50C13.1	ENSG00000259250.1	antisense	chr15	58587507	58591676	+
ADAM10	ENSG00000137845.14	protein_coding	chr15	58588807	58749978	-
RP11-123C21.2	ENSG00000270986.1	processed_pseudogene	chr15	58672296	58672933	+
RP11-123C21.1	ENSG00000182625.3	processed_pseudogene	chr15	58686411	58686617	+
HSP90AB4P	ENSG00000282100.1	processed_pseudogene	chr15	58691106	58693125	-
RN7SKP95	ENSG00000199730.1	misc_RNA	chr15	58703852	58704154	-
RP11-123C21.3	ENSG00000278513.1	unprocessed_pseudogene	chr15	58732188	58733149	+
RP11-30K9.7	ENSG00000259173.2	processed_pseudogene	chr15	58755625	58756247	-
RF00012	ENSG00000200318.2	snoRNA	chr15	58760466	58760681	-
RP11-30K9.6	ENSG00000245975.2	lincRNA	chr15	58768072	58770974	-
FAM63B	ENSG00000128923.10	protein_coding	chr15	58771192	58861900	+
RP11-30K9.4	ENSG00000259402.1	sense_intronic	chr15	58815272	58817728	+
RP11-30K9.5	ENSG00000259353.1	antisense	chr15	58856831	58865063	-
RP11-30K9.2	ENSG00000259738.1	processed_pseudogene	chr15	58865006	58865303	+
RNF111	ENSG00000157450.15	protein_coding	chr15	58865175	59097419	+
RP11-30K9.1	ENSG00000242747.1	processed_pseudogene	chr15	58869659	58870134	+
SLTM	ENSG00000137776.16	protein_coding	chr15	58879045	58933653	-
AC025918.2	ENSG00000225798.1	antisense	chr15	58889967	58894082	+
RP11-313H3.1	ENSG00000259393.2	processed_pseudogene	chr15	58967046	58967808	-
RP11-59H7.1	ENSG00000241640.2	processed_pseudogene	chr15	59049399	59050385	-
CCNB2	ENSG00000157456.7	protein_coding	chr15	59105078	59125045	+
RP11-59H7.4	ENSG00000277144.1	lincRNA	chr15	59115547	59116089	-
RP11-59H7.3	ENSG00000259732.1	sense_overlapping	chr15	59121034	59133250	+
MYO1E	ENSG00000157483.8	protein_coding	chr15	59132434	59372900	-
MIR2116	ENSG00000253030.1	miRNA	chr15	59171183	59171262	-
LDHAL6B	ENSG00000171989.5	protein_coding	chr15	59206823	59208515	+
RNU4-80P	ENSG00000200070.1	snRNA	chr15	59212648	59212788	-
RP11-429D19.1	ENSG00000259771.1	sense_intronic	chr15	59266720	59271162	-
RNU6-212P	ENSG00000199512.1	snRNA	chr15	59341314	59341417	-
RP11-356M20.3	ENSG00000259735.1	sense_intronic	chr15	59348648	59359889	-
FAM81A	ENSG00000157470.11	protein_coding	chr15	59372693	59523549	+
RP11-356M20.2	ENSG00000259750.1	processed_pseudogene	chr15	59401221	59402004	-
RP11-356M20.1	ENSG00000259674.1	processed_pseudogene	chr15	59406963	59408154	-
RF00019	ENSG00000200252.1	misc_RNA	chr15	59408905	59409015	+
RP11-112N19.1	ENSG00000243780.1	processed_pseudogene	chr15	59525422	59525881	-
RP11-112N19.2	ENSG00000240238.1	processed_pseudogene	chr15	59552615	59553093	-
RNA5SP396	ENSG00000201704.1	rRNA	chr15	59574103	59574222	-
GCNT3	ENSG00000140297.12	protein_coding	chr15	59594875	59640239	+
GTF2A2	ENSG00000140307.10	protein_coding	chr15	59638062	59657541	-
AC092755.4	ENSG00000227161.1	sense_overlapping	chr15	59644298	59672302	-
BNIP2	ENSG00000140299.11	protein_coding	chr15	59659146	59689534	-
RP11-361D15.1	ENSG00000259657.1	processed_pseudogene	chr15	59676757	59677321	+
RP11-361D15.2	ENSG00000259238.1	antisense	chr15	59688517	59689418	+
RP11-568G20.1	ENSG00000234797.5	processed_pseudogene	chr15	59768352	59769146	+
RP11-568G20.2	ENSG00000259601.2	processed_pseudogene	chr15	59871511	59873495	-
RP11-82L7.1	ENSG00000259573.1	processed_pseudogene	chr15	59964942	59966084	+
FOXB1	ENSG00000171956.6	protein_coding	chr15	60004222	60061730	+
RP11-82L7.3	ENSG00000259558.1	processed_pseudogene	chr15	60053204	60054092	-
RP11-82L7.4	ENSG00000259223.2	lincRNA	chr15	60073554	60118320	-
ANXA2	ENSG00000182718.16	protein_coding	chr15	60347134	60402883	-
RP11-745A24.1	ENSG00000240163.1	processed_pseudogene	chr15	60390371	60390682	+
RP11-745A24.2	ENSG00000242667.1	processed_pseudogene	chr15	60404463	60404960	+
RP11-745A24.3	ENSG00000273721.1	unprocessed_pseudogene	chr15	60409234	60409420	-
ICE2	ENSG00000128915.11	protein_coding	chr15	60419609	60479160	-
RP11-219B17.1	ENSG00000245534.6	antisense	chr15	60479178	60630637	+
RORA	ENSG00000069667.15	protein_coding	chr15	60488284	61229319	-
CTD-2501E16.2	ENSG00000259274.1	antisense	chr15	60529973	60545159	+
CTD-2501E16.1	ENSG00000259513.1	transcribed_processed_pseudogene	chr15	60558080	60558401	+
RP11-219B17.3	ENSG00000273958.1	lincRNA	chr15	60593027	60593460	+
RF02271	ENSG00000277413.1	misc_RNA	chr15	60677109	60677272	-
RP11-219B17.2	ENSG00000259482.1	antisense	chr15	60681569	60686888	+
RNA5SP397	ENSG00000212625.1	rRNA	chr15	60736769	60736886	+
RP11-554D20.1	ENSG00000259591.1	antisense	chr15	60763906	60765625	+
RP11-554D20.2	ENSG00000273792.1	sense_intronic	chr15	60847757	60849068	-
RP11-39M21.1	ENSG00000259481.1	antisense	chr15	61181249	61195938	+
RP11-39M21.2	ENSG00000259575.1	antisense	chr15	61211913	61214231	+
CTD-2026J24.1	ENSG00000276473.1	lincRNA	chr15	61239906	61240331	+
RP11-507B12.2	ENSG00000259616.2	lincRNA	chr15	61298791	61635449	-
RP11-259A24.1	ENSG00000259530.1	lincRNA	chr15	61598514	61605241	+
RP11-507B12.1	ENSG00000259675.1	lincRNA	chr15	61639349	61715171	-
RP11-162I7.2	ENSG00000271195.1	processed_pseudogene	chr15	61674767	61675212	+
RP11-162I7.1	ENSG00000259284.1	lincRNA	chr15	61729850	61731389	+
RP11-16B9.1	ENSG00000259564.2	antisense	chr15	61834682	61935738	+
VPS13C	ENSG00000129003.16	protein_coding	chr15	61852389	62060473	-
RP11-643M14.1	ENSG00000259251.2	antisense	chr15	62060503	62062434	+
C2CD4A	ENSG00000198535.5	protein_coding	chr15	62066977	62070917	+
RP11-643M14.3	ENSG00000259466.1	processed_pseudogene	chr15	62082450	62083305	-
C2CD4B	ENSG00000205502.3	protein_coding	chr15	62163535	62165283	-
RP11-299H22.1	ENSG00000259697.1	lincRNA	chr15	62196145	62203318	-
RP11-299H22.3	ENSG00000166104.15	transcribed_unprocessed_pseudogene	chr15	62227896	62253235	-
RP11-1O10.1	ENSG00000259878.1	lincRNA	chr15	62230384	62231895	-
RF00017	ENSG00000276713.1	misc_RNA	chr15	62244330	62244595	-
RP11-299H22.5	ENSG00000260062.3	transcribed_unprocessed_pseudogene	chr15	62253730	62270680	-
RP11-299H22.4	ENSG00000260375.1	unprocessed_pseudogene	chr15	62255686	62256421	-
RP11-299H22.6	ENSG00000261296.1	lincRNA	chr15	62274163	62278365	+
RP11-299H22.7	ENSG00000260957.1	lincRNA	chr15	62284190	62285006	+
MIR8067	ENSG00000277919.1	miRNA	chr15	62304658	62304734	-
MIR6085	ENSG00000275451.1	miRNA	chr15	62343029	62343138	+
RP11-435J9.1	ENSG00000259557.2	processed_pseudogene	chr15	62362029	62362331	-
RP11-435J9.2	ENSG00000274340.1	lincRNA	chr15	62387327	62388875	-
TLN2	ENSG00000171914.16	protein_coding	chr15	62390526	62844631	+
RP11-625H11.1	ENSG00000259458.1	antisense	chr15	62637172	62645291	-
RP11-625H11.2	ENSG00000259756.1	antisense	chr15	62682916	62690448	-
MIR190A	ENSG00000211137.1	miRNA	chr15	62823957	62824041	+
RP11-1069G10.1	ENSG00000259370.2	antisense	chr15	62827675	62884034	-
RP11-1069G10.2	ENSG00000259727.1	lincRNA	chr15	62895812	62899543	+
RP11-244F12.1	ENSG00000259394.2	processed_pseudogene	chr15	62953173	62954124	+
TPM1	ENSG00000140416.20	protein_coding	chr15	63042632	63071915	+
RP11-244F12.3	ENSG00000259498.1	antisense	chr15	63046034	63049387	-
RP11-244F12.2	ENSG00000259627.1	antisense	chr15	63070025	63071911	-
RP11-69G7.1	ENSG00000259672.1	lincRNA	chr15	63098870	63110403	+
LACTB	ENSG00000103642.11	protein_coding	chr15	63121800	63142061	+
RPS27L	ENSG00000185088.13	protein_coding	chr15	63125872	63158021	-
RAB8B	ENSG00000166128.12	protein_coding	chr15	63189469	63267782	+
APH1B	ENSG00000138613.13	protein_coding	chr15	63276018	63309126	+
CA12	ENSG00000074410.13	protein_coding	chr15	63321378	63382161	-
RP11-321G12.1	ENSG00000259459.5	lincRNA	chr15	63390136	63438320	+
AC007950.1	ENSG00000259268.1	lincRNA	chr15	63456294	63469351	-
AC007950.2	ENSG00000276651.1	lincRNA	chr15	63500737	63503083	-
USP3	ENSG00000140455.16	protein_coding	chr15	63504511	63594640	+
RP11-265M18.2	ENSG00000259248.5	antisense	chr15	63544247	63601589	-
FBXL22	ENSG00000197361.7	protein_coding	chr15	63597353	63602428	+
HERC1	ENSG00000103657.13	protein_coding	chr15	63608618	63833942	-
RP11-317G6.1	ENSG00000259589.2	antisense	chr15	63675146	63713758	+
MIR422A	ENSG00000199156.1	miRNA	chr15	63870930	63871019	-
RP11-111E14.2	ENSG00000275785.1	unprocessed_pseudogene	chr15	63890030	63890317	+
DAPK2	ENSG00000035664.11	protein_coding	chr15	63907036	64072033	-
RP11-111E14.1	ENSG00000259351.1	antisense	chr15	63928274	63935953	+
FAM96A	ENSG00000166797.10	protein_coding	chr15	64072559	64094018	-
SNX1	ENSG00000028528.14	protein_coding	chr15	64094123	64146090	+
RF00019	ENSG00000201071.1	misc_RNA	chr15	64111458	64111569	-
SNX22	ENSG00000157734.13	protein_coding	chr15	64151715	64157481	+
PPIB	ENSG00000166794.4	protein_coding	chr15	64155812	64163205	-
CSNK1G1	ENSG00000169118.17	protein_coding	chr15	64165517	64356259	-
CTD-2116N17.1	ENSG00000259316.11	protein_coding	chr15	64181180	64381440	-
RF00554	ENSG00000252774.1	snoRNA	chr15	64342539	64342698	+
PCLAF	ENSG00000166803.12	protein_coding	chr15	64364311	64387687	-
TRIP4	ENSG00000103671.9	protein_coding	chr15	64387748	64455303	+
RF00019	ENSG00000206781.1	misc_RNA	chr15	64445130	64445243	-
ZNF609	ENSG00000180357.9	protein_coding	chr15	64460742	64686068	+
RP11-702L15.4	ENSG00000259682.1	sense_intronic	chr15	64470253	64471364	+
RP11-702L15.1	ENSG00000248415.1	processed_pseudogene	chr15	64528667	64529671	-
RP11-330L19.1	ENSG00000243403.1	processed_pseudogene	chr15	64592979	64593326	+
RP11-330L19.2	ENSG00000239465.1	processed_pseudogene	chr15	64631109	64631914	-
RF00019	ENSG00000207223.1	misc_RNA	chr15	64652888	64652989	+
RNU6-549P	ENSG00000207162.1	snRNA	chr15	64671263	64671369	+
OAZ2	ENSG00000180304.14	protein_coding	chr15	64687573	64703281	-
AC100830.4	ENSG00000265967.1	antisense	chr15	64695041	64695594	+
AC100830.5	ENSG00000264937.1	antisense	chr15	64696622	64696861	+
AC100830.3	ENSG00000259635.1	antisense	chr15	64701248	64719602	+
RBPMS2	ENSG00000166831.8	protein_coding	chr15	64739892	64775587	-
MIR1272	ENSG00000221033.1	miRNA	chr15	64762387	64762515	-
PIF1	ENSG00000140451.12	protein_coding	chr15	64815632	64825668	-
PLEKHO2	ENSG00000241839.9	protein_coding	chr15	64841883	64868007	+
AC069368.3	ENSG00000249240.2	protein_coding	chr15	64841883	64930920	+
ANKDD1A	ENSG00000166839.16	protein_coding	chr15	64911902	64958700	+
CTD-2017F17.1	ENSG00000275332.1	antisense	chr15	64943240	64943672	-
CTD-2017F17.2	ENSG00000274383.1	antisense	chr15	64950916	64951435	-
SPG21	ENSG00000090487.10	protein_coding	chr15	64963021	64990310	-
MTFMT	ENSG00000103707.9	protein_coding	chr15	65001512	65029639	-
RP11-325L12.5	ENSG00000270218.1	processed_pseudogene	chr15	65026088	65026676	+
SLC51B	ENSG00000186198.3	protein_coding	chr15	65045370	65053396	+
RP11-325L12.6	ENSG00000277351.1	antisense	chr15	65049188	65049802	-
RASL12	ENSG00000103710.10	protein_coding	chr15	65053337	65076690	-
KBTBD13	ENSG00000234438.3	protein_coding	chr15	65076816	65078192	+
RP11-325L12.7	ENSG00000278737.1	lincRNA	chr15	65083042	65083663	-
UBAP1L	ENSG00000246922.8	protein_coding	chr15	65092770	65115197	-
RP11-325L12.3	ENSG00000259258.1	processed_pseudogene	chr15	65105534	65105800	+
PDCD7	ENSG00000090470.14	protein_coding	chr15	65117379	65133836	-
CLPX	ENSG00000166855.9	protein_coding	chr15	65148219	65185342	-
CILP	ENSG00000138615.5	protein_coding	chr15	65194758	65211488	-
RP11-628M2.1	ENSG00000279268.1	TEC	chr15	65226472	65226697	-
RNU6-686P	ENSG00000201709.1	snRNA	chr15	65229861	65229967	+
PARP16	ENSG00000138617.14	protein_coding	chr15	65234460	65300618	-
SNORA24B	ENSG00000206903.1	snoRNA	chr15	65285461	65285591	-
RNU5A-1	ENSG00000199568.1	snRNA	chr15	65296051	65296166	+
RP11-349G13.2	ENSG00000259346.2	processed_pseudogene	chr15	65301922	65302311	+
RNU5B-1	ENSG00000200156.1	snRNA	chr15	65304677	65304792	+
